"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
F3J9RUC9,book,1995,,CID. Computergestützte Interpretationen von Detektivromanen,,,,,http://www.gbv.de/dms/goettingen/184540100.pdf,"Das Forschungsprojekt CID widmet sich dreierlei Aufgaben: Fundiert durch Webers Theorie der analytischen Erzählung wird CID zum einen die Bauform und das erzähltechnische Regelwerk des Detektivromans und seiner «Untergattungen» untersuchen. Zum anderen geht es um die Entwicklung und Erprobung eines leistungsfähigen und komfortablen Instrumentariums zur computergestützten empirischen Analyse epischer Texte, das den Qualitätsanforderungen der sozialwissenschaftlichen Inhaltsanalyse entspricht. Mit Hilfe dieser Instrumente sollen schließlich wissenschaftlich relevante und repräsentative Ergebnisse für die Literaturwissenschaft ermittelt werden: Die Arbeitsfelder, in die CID aufgeteilt ist, haben verschiedene konstitutive Elemente epischer Texte im allgemeinen und des Detektivromans im besonderen zum Gegenstand.",1995,2025-11-07 11:50:12,2025-11-07 11:50:12,,,226,,,,,,,,,,Frankfurt am Main: Lang 1995,,de,,,,,,,,,,,,obj_Literature; AnalyzeQualitatively; goal_Interpretation,"Schier, Dagmar; Giersch, Malchus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y83ZLR4K,book,2009,,Changing the Center of Gravity: Transforming Classical Studies through Cyberinfrastructure,,,,,http://digitalhumanities.org:8080/dhq/vol/3/1/index.html,"The workshop ""Changing the Center of Gravity: Transforming Classical Studies Through Cyberinfrastructure"" took place at University of Kentucky on Oct. 5, 2007. The workshop, celebration of the work of A. Ross Scaife, focused on the development of cyberinfrastructure for Classical studies. Workshop presenters included leading scholars in the field of Digital Classics from across North America.",2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,Digital Humanities Quarterly,3.1,,,,,en,,,,,,,http://www.rch.uky.edu/CenterOfGravity/,,,,,obj_Infrastructures; meta_Assessing,"Crane, Gregory; Terras, Melissa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVQV22XT,book,2011,"Brunet, Etienne","Ce qui compte, écrits choisis. Tome II, méthodes statistiques",,978-2-7453-2225-8,,,http://llc.oxfordjournals.org/content/27/2/235.extract,,2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Champion,Paris,fr,,,,,,,,,,,,AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUVYSHJQ,book,2002,"Love, Harold",Attributing authorship : an introduction,,978-0-521-78948-6 978-0-521-78339-2,,,http://www.cambridge.org/gb/academic/subjects/literature/literary-theory/attributing-authorship-introduction,"Description     Contents     Resources     Courses     About the Authors     Recent literary scholarship has seen a shift of interest away from questions of attribution. Yet these questions remain urgent and important for any historical study of writing, and have been given a powerful new impetus by advances in statistical studies of language and the coming on line of large databases of texts in machine-searchable form. The present book is the first comprehensive survey of the field from a literary perspective to appear for forty years. It covers both traditional and computer based approaches to attribution, and evaluates each in respect of their potentialities and limitations. It revisits a number of famous controversies, including those concerning the authorship of the Homeric poems, books from the Old and New Testaments, and the plays of Shakespeare. Written with wit as well as erudition Attributing Authorship will make this intriguing field accessible for students and scholars alike.",2002,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Attributing authorship,,,,,Cambridge Univ. Press,Cambridge [u.a.],en,,,,,,,,,,,,meta_GiveOverview; AnalyzeStatistically; t_Stylometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8X5G6JSL,book,2011,,Collaborative research in the digital humanities,,978-1-4094-1068-3,,,http://www.ashgate.com/isbn/9781409410683,"Collaboration within digital humanities is both a pertinent and a pressing topic as the traditional mode of the humanist, working alone in his or her study, is supplemented by explicitly co-operative, interdependent and collaborative research. This is particularly true where computational methods are employed in large-scale digital humanities projects. This book, which celebrates the contributions of Harold Short to this field, presents fourteen essays by leading authors in the digital humanities. It addresses several issues of collaboration, from the multiple perspectives of institutions, projects and individual researchers",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,248,,,,,,,,,,Ashgate Pub,"Farnham, Surrey, England ; Burlington, VT",en,,,,,,,,,,,,act_Collaborating; obj_AnyObject; goal_Collaboration,"Deegan, Marilyn; McCarty, Willard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4XFGSHSG,book,2012,"Deegan, Marilyn; McCarty, Willard; Short, Harold","Collaborative research in the digital humanities a volume in honour of Harold Short, on the occasion of his 65th birthday and his retirement, September 2010",,978-1-4094-1069-0,,,http://site.ebrary.com/id/10541037,,2012,2025-11-07 11:50:12,2025-11-07 11:50:12,2012-07-19 12:34:54,,,,,,,,,,,,Ashgate,"Farnham, England; Burlington, VT",en,,,,,,,,,,,,obj_DigitalHumanities; obj_Research; goal_Collaboration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL8QTRTX,book,2014,"Finke, Peter; Laszlo, Ervin",Citizen Science: Das unterschätzte Wissen der Laien,,978-3-86581-466-1,,,,"Charles Darwin und Gregor Mendel gelten zu Recht als herausragende Figuren der Wissenschaftsgeschichte. Sie waren auf ihren Gebieten Amateure, keine Berufsforscher im heutigen Sinne. Was sie antrieb, war eine unstillbare Neugier, die auch heute noch vielen Laien zu Eigen ist und in leidenschaftlich gepflegten Hobbys und ehrenamtlicher Forschung in vielen Problemfeldern der Zivilgesellschaft ihren Ausdruck findet. Doch Wissenschaft und Forschung gelten mittlerweile als Privileg der Profis, das oftmals lebensnähere Wirken der Laien als zweitklassig. Dabei sind ihre Leistungen bedeutsamer denn je: das Jahrhundertprojekt Wikipedia wäre ohne Citizen Science undenkbar und auch  erfolgreiches bürgerschaftliches Engagement kommt ohne fundierte Sachkenntnisse nicht aus. Peter Finke legt die erste Einführung in die Ideenwelt von Citizen Science vor und lädt ein, die unterschätzte Welt der Wissensbürger zu entdecken. Sein Fazit: Wenn wir wirklich eine Wissensgesellschaft werden wollen, müssen wir unsere akademischen und politischen Maßstäbe neu justieren.",2014,2025-11-07 11:50:12,2025-11-07 11:50:12,,,240,,,,,Citizen Science,,,,,oekom verlag,München,de,,,,,,,,,,,,goal_Dissemination; meta_GiveOverview; act_Crowdsourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSKQJ28E,book,2012,"Pryor, Graham",Managing research data,,978-1-85604-756-2,,,http://www.amazon.de/Managing-Research-Data-Graham-Pryor/dp/1856047563,"Data management has become an essential requirement for information professionals in the last decade, particularly for the higher education research community, as more and more digital information is created and stored. As budgets shrink and funders of research increasingly demand evidence of value for money and demonstrable benefits for society, there is increasing pressure to provide plans of sustainable management of data. Ensuring that important information remains discoverable, accessible and intelligible and is shared as part of a larger web of data will mean research has a life beyond its initial purpose and can offer real utility to the wider institution and beyond. This edited collection, bringing together leading figures in the field from the UK and around the world, provides an introduction to all the key data issues facing the HE and information management communities. Using the authors' expertise and relevant international case studies, it defines what is required to achieve a culture of effective data management offering practical advice on the skills required, legal and contractual obligations, strategies and management plans and the data management infrastructure of specialists and services. Each chapter covers a critical element of data management including: the meaning of data management; the lifecycle of data management; the policy environment; an organisational approach to achieving digital sustainability; data management plans and planning; roles and responsibilities for libraries and librarians; the challenge to university information services; an analysis of the New World approach; and resources and sources of support to data management. This is essential reading for librarians and information professionals working in the higher education sector, the research community, policy makers and university managers. It will also be a useful introduction for students taking courses in information management, archivists and national library services.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Facet Publishing,London,en,,,,,,,,,,,,goal_Capture; goal_Storage; obj_AnyObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW85F6FJ,book,2010,,TEI by Example,,,,,http://tbe.kantl.be/TBE/TBE.htm,TEI By Example offers a series of freely available online tutorials walking individuals through the different stages in marking up a document in TEI (Text Encoding Initiative).,2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,"Centre for Scholarly Editing and Document Studies (CTB) of the Royal Academy of Dutch Language and Literature, the Centre for Computing in the Humanities (CCH) of King's College London, and the Department of Information Studies of University College London.",,en,,,,,,,,,,,,meta_Teaching; act_Modeling; t_Encoding,"Vanhoutte, Edward; Terras, Melissa; Van den Branden, Ron",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3L2AHZ4E,book,2012,,Langzeitarchivierung von Forschungsdaten : eine Bestandsaufnahme.,,978-3-86488-008-7,,,http://nestor.sub.uni-goettingen.de/bestandsaufnahme/index.php,,2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Langzeitarchivierung von Forschungsdaten,,,,,VWH Verlag & Universitätsverlag Göttingen,Boizenburg & Göttingen,de,,,,,,,,,,,,meta_GiveOverview; goal_Storage; obj_Data,"Neuroth, Heike; Strathmann, Stefan; Oßwald, Achim; Scheffel, Regine; Klump, Jens; Ludwig, Jens",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5U679CEY,book,2008,"Tomasi, Francesca",Metodologie informatiche e discipline umanistiche,,978-88-430-4303-3,,,http://books.google.it/books?id=yG_kPAAACAAJ,"Quale vincolo lega le discipline umanistiche all'informatica come scienza dell'informazione? Quale rapporto sussiste fra le ""humanae litterae"" e una disciplina che si occupa di forme di rappresentazione, trattamento ed elaborazione dell'informazione? Il connubio non coinvolge i soli aspetti strumentali di uso della macchina informatica. Obiettivo del volume è ragionare su aspetti e settori della ricerca umanistica che possono essere ripensati alla luce dei presupposti teorici, metodologici e tecnici della scienza dell'informazione: dal concetto di informazione alla sua formalizzazione, dalle reti ai sistemi di basi di dati, dai linguaggi di markup agli ipertesti e ai sistemi multimediali. Ma è soprattutto sull'elaborazione dell'informazione che si concentra la ""computabilità umanistica"": dal trattamento automatico del linguaggio naturale al Web semantico, dai metadati alle biblioteche digitali. Fonte dell'abstract: http://books.google.it/books?id=yG_kPAAACAAJ",2008,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,Manuali universitari,,,,Carocci,Roma,it,,,,,,,,,,,,meta_GiveOverview; obj_DigitalHumanities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
